"Antimicrobial";"Bacterium";"DiskContent";"Z6";"Z7";"Z8";"Z9";"Z10";"Z11";"Z12";"Z13";"Z14";"Z15";"Z16";"Z17";"Z18";"Z19";"Z20";"Z21";"Z22";"Z23";"Z24";"Z25";"Z26";"Z27";"Z28";"Z29";"Z30";"Z31";"Z32";"Z33";"Z34";"Z35";"Z36";"Z37";"Z38";"Z39";"Z40";"Z41";"Z42";"Z43";"Z44";"Z45";"Z46";"Z47";"Z48";"Z49";"Z50";"ECOFF";"Distributions";"Observations"
"Ceftazidime";"Pseudomonas aeruginosa ATCC 27853";10;0;0;0;0;0;0;0;0;0;0;1;0;1;6;11;56;181;532;866;733;270;35;4;3;3;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;32;2703
"Ceftazidime";"Pseudomonas fluorescens group";10;1;0;0;0;0;0;0;0;0;1;1;1;0;0;2;2;2;1;2;4;2;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;2;21
"Ceftazidime";"Pseudomonas putida group";10;10;0;0;0;0;0;1;0;0;1;2;5;5;4;13;12;13;17;10;6;2;5;1;4;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;1;113
"Ceftazidime";"Pseudomonas spp (non-aeruginosa)";10;19;0;0;1;0;1;2;2;3;5;5;8;11;13;22;20;21;24;20;18;9;15;9;11;1;12;0;2;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;7;256
"Ceftazidime";"Pseudomonas stutzeri group";10;0;0;0;0;0;0;1;0;0;0;0;0;0;0;2;1;0;4;5;3;1;2;6;5;1;8;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;2;40
"Ceftazidime";"Salmonella enteritidis";10;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;2;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;1;8
"Ceftazidime";"Salmonella spp";10;18;2;1;1;1;2;0;1;1;1;2;6;1;3;1;5;17;61;122;190;156;80;39;21;10;5;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;20;14;748
"Ceftazidime";"Serratia marcescens";10;10;0;0;0;1;2;0;0;5;2;2;5;5;5;1;7;41;60;107;145;125;82;33;15;10;2;1;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;12;668
"Ceftazidime";"Shigella spp";10;0;0;0;0;1;0;0;1;0;0;0;0;1;0;0;0;0;4;3;3;0;3;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;1;18
"Ceftazidime";"Yersinia enterocolitica";10;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;1;2;2;2;1;2;6;1;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;2;24
"Ceftazidime-avibactam";"Citrobacter freundii";14;13;0;0;0;0;0;0;0;0;1;7;1;3;2;4;5;1;2;6;6;3;3;2;2;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;13;62
"Ceftazidime-avibactam";"Enterobacter cloacae";14;11;1;1;2;8;1;0;1;0;4;6;6;7;4;4;5;1;3;3;6;9;4;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;18;90
"Ceftazidime-avibactam";"Escherichia coli";14;30;3;3;5;6;10;7;13;19;47;47;50;45;22;18;16;25;59;65;80;104;87;76;69;27;5;4;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;24;943
"Ceftazidime-avibactam";"Escherichia coli ATCC 25922";14;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;9;45;122;168;134;38;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;32;522
"Ceftazidime-avibactam";"Klebsiella aerogenes";14;0;0;0;0;0;0;4;8;4;2;1;4;4;7;5;7;0;0;1;4;7;4;1;0;3;2;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;17;69
"Ceftazidime-avibactam";"Klebsiella oxytoca";14;10;0;0;1;0;0;1;1;0;1;0;1;4;8;5;10;7;2;0;2;1;3;3;6;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;17;68
"Ceftazidime-avibactam";"Klebsiella pneumoniae";14;56;0;4;2;12;6;5;20;25;39;54;43;37;24;37;27;27;27;17;15;19;14;5;4;2;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;18;522
"Ceftazidime-avibactam";"Klebsiella pneumoniae ATCC 700603";14;0;0;0;0;0;0;0;0;0;0;0;0;0;10;83;173;171;49;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;29;490
"Ceftazidime-avibactam";"Morganella morganii";14;0;0;0;0;1;2;2;3;3;1;0;0;1;3;2;1;1;1;6;8;6;3;3;10;6;7;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;18;72
"Ceftazidime-avibactam";"Proteus mirabilis";14;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;3;4;3;2;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;8;16
"Ceftazidime-avibactam";"Pseudomonas aeruginosa";14;135;2;2;26;16;15;16;25;23;27;16;29;19;17;44;31;40;61;65;48;32;30;22;7;4;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;24;753
"Ceftazidime-avibactam";"Pseudomonas aeruginosa ATCC 27853";14;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;10;82;172;166;89;17;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;32;537
"Ceftazidime-avibactam";"Serratia marcescens";14;12;0;0;1;4;2;3;0;2;2;4;7;3;10;9;7;0;1;1;2;10;7;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;17;87
"Ceftazidime-clavulanate";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"Ceftibuten";"Citrobacter braakii";30;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;2;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;1;6
"Ceftibuten";"Citrobacter freundii";30;18;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;4;2;6;13;12;20;16;2;6;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;3;102
"Ceftibuten";"Citrobacter koseri";30;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;2;1;1;5;4;5;6;3;6;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;;1;37
"Ceftibuten";"Enterobacter cloacae";30;25;0;0;0;1;0;0;0;1;0;0;1;1;0;3;2;7;10;10;17;30;28;27;22;11;5;6;3;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;4;213
"Ceftibuten";"Escherichia coli";30;35;0;3;5;7;5;10;14;25;27;33;29;31;40;47;24;36;62;151;286;567;1023;1364;1808;2199;1591;1071;676;337;180;90;41;26;15;3;3;8;0;0;0;2;0;0;0;1;24;5;11875
"Ceftibuten";"Escherichia coli ATCC 25922";30;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;2;4;16;34;78;100;107;55;24;2;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;6;425
"Ceftibuten";"Haemophilus influenzae";30;2;0;0;0;0;0;0;1;1;1;0;1;0;1;3;0;0;5;3;1;3;6;8;10;20;23;40;41;41;24;22;19;11;10;3;3;1;0;1;1;0;0;0;0;0;25;3;306
"Ceftibuten";"Haemophilus influenzae ATCC 49766";30;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6;9;21;24;15;5;0;0;0;0;0;0;0;0;0;0;0;0;0;;2;80
"Ceftibuten";"Klebsiella aerogenes";30;2;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;6;4;8;4;12;6;4;3;2;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;2;54
"Ceftibuten";"Klebsiella oxytoca";30;0;0;0;0;0;0;0;0;2;1;2;0;0;0;0;0;0;0;1;2;2;6;5;7;18;33;54;52;57;46;32;15;19;5;3;2;0;0;0;1;0;0;0;0;0;;4;365
"Ceftibuten";"Klebsiella pneumoniae";30;1;0;0;0;0;0;1;0;0;0;4;1;1;4;5;5;7;6;11;13;18;32;35;52;123;123;190;195;136;101;51;23;11;4;4;1;0;0;1;0;1;0;0;1;0;25;5;1161
"Ceftibuten";"Morganella morganii";30;0;0;0;0;0;1;0;0;0;0;0;0;0;0;2;0;0;0;0;0;1;1;3;0;6;8;3;12;10;4;4;2;0;2;0;1;0;0;0;0;0;0;0;0;0;;2;60
"Ceftibuten";"Proteus mirabilis";30;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;1;5;1;6;2;11;14;21;27;56;79;95;106;89;69;28;18;8;5;4;0;0;0;0;0;0;0;;3;647
"Ceftibuten";"Proteus vulgaris";30;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;2;4;6;2;3;8;1;1;1;0;0;0;0;0;0;0;0;0;;2;31
"Ceftibuten";"Salmonella spp";30;0;0;0;0;0;0;0;0;1;2;0;0;1;0;0;1;0;1;1;0;3;5;13;15;20;27;53;42;27;28;13;9;4;2;0;0;0;0;0;0;1;0;0;0;0;;4;269
"Ceftibuten";"Shigella boydii";30;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;1;3
"Ceftibuten";"Shigella sonnei";30;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;1;1;2;4;6;4;10;3;9;3;4;4;2;0;0;0;0;0;0;0;0;0;0;0;0;;3;55
"Ceftibuten";"Shigella spp";30;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;3;3;0;2;4;5;9;9;6;7;3;4;5;2;0;0;0;0;0;1;0;0;0;0;0;0;;1;65
"Ceftiofur";"Mannheimia haemolytica";30;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;6;3;18;19;13;19;14;9;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;;1;104
"Ceftobiprole";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"Ceftolozane-tazobactam";"Pseudomonas aeruginosa";40;36;0;1;1;2;4;6;8;8;6;3;11;5;3;5;14;17;17;31;53;75;52;29;12;8;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;4;408
"Ceftriaxone";"Citrobacter freundii";30;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;2;4;8;15;8;4;2;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;1;47
"Ceftriaxone";"Citrobacter koseri";30;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;4;8;3;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;1;18
"Ceftriaxone";"Enterobacter cloacae";30;2;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;3;2;8;10;7;7;1;3;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;1;46
"Ceftriaxone";"Escherichia coli";30;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;4;8;9;20;39;79;61;34;16;11;5;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;25;2;294
"Ceftriaxone";"Escherichia coli ATCC 25922";30;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;11;31;40;20;7;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;4;111
"Ceftriaxone";"Haemophilus influenzae";30;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;4;6;2;5;5;8;10;12;20;32;37;33;36;36;19;17;13;6;2;1;1;1;1;0;0;30;3;308
"Ceftriaxone";"Haemophilus influenzae ATCC 49766";30;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;11;20;21;24;1;0;0;0;0;0;0;0;0;0;0;;2;79
"Ceftriaxone";"Kingella kingae";30;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;4;3;4;14;14;12;22;19;19;7;13;8;8;5;2;1;0;;1;158
"Ceftriaxone";"Klebsiella aerogenes";30;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;3;0;3;2;1;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;1;13
"Ceftriaxone";"Klebsiella oxytoca";30;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;3;5;9;14;10;4;4;1;1;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;;1;54
"Ceftriaxone";"Klebsiella pneumoniae";30;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;12;31;33;31;15;5;3;3;2;1;0;1;0;1;0;0;0;0;0;0;0;0;0;0;23;2;142
"Ceftriaxone";"Klebsiella pneumoniae ATCC 700603";30;0;0;0;0;0;0;0;0;0;0;0;8;32;33;10;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;2;84
"Ceftriaxone";"Moraxella catarrhalis";30;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;7;13;11;14;11;8;6;3;2;6;9;12;6;6;7;2;3;5;0;0;0;0;0;0;0;0;;2;131
"Ceftriaxone";"Morganella morganii";30;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;1;2;3;11;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;;1;21
"Ceftriaxone";"Proteus mirabilis";30;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;1;0;6;7;8;18;23;19;14;4;8;1;1;0;0;0;0;0;0;0;0;;2;112
"Ceftriaxone";"Streptococcus anginosus";30;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;2;2;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;1;6
"Ceftriaxone";"Streptococcus mitis";30;2;0;0;0;0;1;0;0;0;1;0;0;0;2;1;2;2;0;0;2;0;2;0;1;5;7;9;2;4;5;2;2;1;2;2;0;0;0;0;0;0;0;0;0;0;;3;57
"Ceftriaxone";"Streptococcus oralis";30;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;1;0;1;1;1;1;3;1;2;2;3;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;;1;21
"Ceftriaxone";"Streptococcus parasanguis";30;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;1;2
"Ceftriaxone";"Streptococcus pneumoniae ATCC 49619";30;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6;13;16;17;20;7;4;0;0;0;0;0;0;0;0;0;0;0;0;;4;83
"Ceftriaxone";"Streptococcus, viridans group";30;1;0;0;0;0;1;0;0;0;1;0;0;0;3;0;3;2;2;1;5;5;7;4;7;7;15;15;9;13;11;7;4;2;9;3;0;0;0;0;0;0;0;0;0;0;;2;137
"Cefuroxime";"Citrobacter freundii";30;2;0;0;0;1;0;0;0;0;0;0;0;1;0;7;7;15;19;13;6;2;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;2;75
"Cefuroxime";"Enterobacter cloacae";30;28;1;0;2;1;2;2;2;1;4;4;7;7;11;8;7;3;2;1;2;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;2;96
"Cefuroxime";"Escherichia coli";30;28;0;0;0;1;2;0;0;1;1;4;2;3;7;29;46;61;46;46;30;22;3;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;18;4;334
"Cefuroxime";"Escherichia coli ATCC 25922";30;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;17;24;14;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;1;59
"Cefuroxime";"Haemophilus influenzae";30;13;0;0;0;0;0;1;1;0;1;0;1;3;5;5;10;11;10;9;15;10;20;26;31;36;23;14;9;3;2;2;1;0;0;0;0;0;0;0;0;0;0;0;0;0;26;2;262
"Cefuroxime";"Haemophilus influenzae ATCC 49766";30;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6;0;9;3;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;1;19
"Cefuroxime";"Kingella kingae";30;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;3;0;2;2;9;11;15;12;19;20;11;16;13;9;4;5;2;4;0;0;;1;158
"Cefuroxime";"Klebsiella aerogenes";30;0;0;0;1;0;0;1;0;0;0;0;0;2;1;1;3;3;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;1;13
"Cefuroxime";"Klebsiella oxytoca";30;7;0;1;0;0;0;0;0;0;0;1;0;4;7;6;9;15;26;15;23;8;10;3;0;2;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;3;138
"Cefuroxime";"Klebsiella pneumoniae";30;9;0;0;0;1;0;0;0;3;4;4;2;6;5;6;14;26;46;38;20;12;10;4;1;0;2;3;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;18;4;217
"Cefuroxime";"Moraxella catarrhalis";30;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;11;14;21;25;13;16;8;8;4;2;2;2;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;2;131
"Cefuroxime";"Morganella morganii";30;7;0;0;2;1;1;4;0;2;4;0;1;1;1;1;1;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;2;28
"Cefuroxime";"Proteus mirabilis";30;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;2;6;9;15;26;41;19;15;11;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;3;148
"Cefuroxime";"Streptococcus anginosus";30;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;2;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;;1;6
"Cefuroxime";"Streptococcus mitis";30;5;0;0;0;1;0;0;1;1;1;1;0;1;0;0;1;0;0;2;0;0;0;1;5;1;4;5;8;2;4;1;1;3;2;4;0;1;1;0;0;0;0;0;0;0;;3;57
"Cefuroxime";"Streptococcus oralis";30;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;2;0;1;0;0;0;0;0;1;1;4;0;2;0;4;2;1;0;1;0;0;1;0;0;0;0;0;0;0;0;;1;21
"Cefuroxime";"Streptococcus parasanguis";30;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;1;2
"Cefuroxime";"Streptococcus pneumoniae ATCC 49619";30;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;4;10;28;33;28;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;6;109
"Cefuroxime";"Streptococcus, viridans group";30;4;0;0;0;1;0;0;0;1;3;1;1;2;0;1;3;1;1;2;1;0;0;4;7;8;12;11;13;8;12;5;8;6;6;5;4;5;1;0;0;0;0;0;0;0;;2;137
"Chloramphenicol";"Citrobacter freundii";30;0;0;0;0;0;0;1;0;0;1;0;1;4;5;8;10;7;8;2;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;1;48
"Chloramphenicol";"Citrobacter koseri";30;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;1;6;6;0;2;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;1;18
"Chloramphenicol";"Enterobacter cloacae";30;0;0;0;0;0;0;0;1;1;0;5;5;4;10;8;5;8;3;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;1;51
"Chloramphenicol";"Escherichia coli";30;5;0;1;1;0;0;0;1;1;1;0;3;6;11;27;64;46;38;33;22;7;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;17;2;269
"Chloramphenicol";"Escherichia coli ATCC 25922";30;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;9;20;23;16;8;4;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;5;84
"Chloramphenicol";"Haemophilus influenzae";30;0;0;0;0;0;0;0;0;0;0;1;0;1;0;2;0;0;0;0;0;1;0;1;0;4;24;48;98;106;109;61;23;22;4;1;0;1;0;1;0;0;0;0;0;0;28;10;508
"Chloramphenicol";"Haemophilus influenzae ATCC 49766";30;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;7;9;11;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;2;33
"Chloramphenicol";"Klebsiella aerogenes";30;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;1;5;2;2;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;1;13
"Chloramphenicol";"Klebsiella oxytoca";30;2;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;3;2;8;5;8;17;5;2;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;1;57
"Chloramphenicol";"Klebsiella pneumoniae";30;5;0;2;1;0;1;2;1;0;0;2;1;4;2;5;8;21;34;37;23;9;6;2;2;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;17;3;171
"Chloramphenicol";"Moraxella catarrhalis";30;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;1;2;8;23;34;41;30;11;9;5;1;0;1;0;0;0;0;0;0;0;31;7;168
"Chloramphenicol";"Morganella morganii";30;2;1;1;0;0;0;0;0;0;1;0;0;0;0;0;2;3;3;1;2;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;1;21
"Chloramphenicol";"Proteus mirabilis";30;7;0;0;0;0;0;0;0;0;1;1;6;10;20;22;23;6;3;5;4;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;2;110
"Chloramphenicol";"Salmonella spp";30;15;0;0;2;0;0;0;0;0;1;0;0;1;0;3;12;20;40;71;81;63;30;21;4;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;19;9;366
"Chloramphenicol";"Serratia marcescens";30;1;0;0;0;0;0;0;0;0;1;0;0;3;0;5;2;2;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;2;15
"Chloramphenicol";"Staphylococcus aureus";30;0;0;6;5;4;1;1;0;0;0;0;0;2;4;14;51;99;156;160;118;80;35;22;7;2;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;18;10;769
"Chloramphenicol";"Staphylococcus aureus ATCC 29213";30;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;8;23;29;13;8;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;5;85
"Chloramphenicol";"Staphylococcus capitis";30;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;3;4;7;5;6;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;1;30
"Chloramphenicol";"Staphylococcus coagulase negative";30;0;0;10;8;3;1;0;0;0;1;0;0;0;0;0;0;0;0;4;7;11;17;23;25;24;10;5;5;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;23;1;155
"Chloramphenicol";"Staphylococcus cohnii";30;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;2;0;1;1;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;1;7
"Chloramphenicol";"Staphylococcus epidermidis";30;0;0;8;7;3;1;0;0;0;0;0;0;1;0;0;0;0;0;1;2;3;5;9;12;12;5;4;3;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;2;77
"Chloramphenicol";"Staphylococcus haemolyticus";30;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;3;4;3;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;1;16
"Chloramphenicol";"Staphylococcus hominis";30;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;2;3;5;6;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;1;21
"Chloramphenicol";"Streptococcus agalactiae";30;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;3;5;6;10;6;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;1;32
"Chloramphenicol";"Streptococcus group C";30;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;4;11;17;34;32;19;3;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;3;122
"Chloramphenicol";"Streptococcus group G";30;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;3;9;18;37;29;10;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;3;111
"Chloramphenicol";"Streptococcus pneumoniae";30;0;0;0;0;0;0;0;1;2;2;2;0;1;1;1;2;2;10;24;37;59;60;49;31;42;21;9;5;3;2;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;24;10;367
"Chloramphenicol";"Streptococcus pneumoniae ATCC 49619";30;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;12;31;29;24;5;7;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;6;109
"Chloramphenicol";"Streptococcus pyogenes";30;0;0;0;0;0;0;0;0;0;0;0;0;0;1;2;0;6;4;10;10;23;33;25;10;4;3;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;4;133
"Ciprofloxacin";"Achromobacter xylosoxidans";5;20;0;1;0;2;4;2;0;1;1;0;2;2;4;7;2;3;1;2;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;2;55
